init x,init y,init z,N,dt,elapsed_time_total
0.1,1.4000000000000001,1.0,40000,0.0023,3.676804000000004
beta,sigma,rho,time_elapsed
10.0,2.6666666666666665,6.0,0.6570427999999993
x,y,z
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
3.673,3.694,5.007
